Feature,../../data/brains/braindiff_a2_mni.nii.gz
taken,0.0009
taken suggest,-0.0121
taking,0.0221
tapping,0.0069
target,0.0399
target detection,0.0326
targeted,0.0106
targets,0.0159
task,0.0157
task conditions,-0.0025
task demands,0.0101
task difficulty,-0.006
task functional,0.0149
task induced,0.0483
task involving,0.0283
task irrelevant,-0.0204
task performance,-0.0037
task positive,0.023
task relevant,-0.0094
task required,0.0276
task task,-0.0079
task using,-0.0575
tasks,-0.0129
taste,-0.061
td,-0.0094
technique,0.0061
techniques,-0.0299
tegmental,-0.0479
temporal,-0.0249
temporal cortex,-0.0628
temporal cortices,-0.0063
temporal frontal,-0.0241
temporal gyri,-0.0116
temporal gyrus,-0.0122
temporal inferior,-0.0081
temporal lobe,-0.0664
temporal lobes,-0.034
temporal occipital,-0.0389
temporal parietal,0.0305
temporal pole,-0.0346
temporal sulcus,0.0256
temporale,0.0009
temporally,0.0665
temporo,0.0825
temporo parietal,0.103
temporoparietal,0.1365
temporoparietal junction,0.1334
tend,-0.0109
tendency,0.0409
tensor,-0.0673
tensor dti,-0.0446
term,-0.0382
term memory,-0.0412
terms,0.0388
tesla,-0.0093
test,-0.0065
tested,-0.0215
testing,0.0016
tests,-0.0396
thalamic,0.0301
thalamus,-0.0191
theoretical,-0.0083
theories,0.018
theory,0.1029
theory mind,0.1096
therapeutic,-0.0226
therapy,-0.0073
thickness,0.0063
thinking,0.0494
thirteen,0.0224
thirty,0.0335
thought,0.0235
thoughts,0.11
threat,-0.0068
threatening,0.0105
threshold,-0.0626
time,0.0225
time course,0.0112
time courses,0.0588
time points,-0.0114
time series,0.0166
time task,0.0118
times,0.0114
timing,-0.0232
tissue,-0.0477
tms,-0.0159
tom,0.1061
tomography,-0.0068
tomography pet,-0.0449
tone,0.0018
tones,-0.0024
took,0.029
tool,0.0308
tools,-0.0024
total,-0.0204
touch,-0.0022
tpj,0.1319
track,0.0159
tracking,0.0013
tract,-0.0605
tractography,-0.061
tracts,-0.0485
traditional,-0.0175
traditionally,-0.0008
trained,-0.021
training,-0.036
trait,0.0362
traits,0.0272
trajectories,0.006
transcranial,-0.0057
transcranial magnetic,-0.0082
transfer,-0.0082
transformation,0.0087
transient,0.0139
transition,0.0199
trauma,0.01
traumatic,0.0305
treated,-0.012
treatment,-0.0024
treatments,-0.0191
trend,0.0444
trial,0.0709
trial trial,0.0507
trials,0.0607
trigger,0.0101
triggered,0.0111
true,0.0305
turn,0.0217
twice,-0.0041
type,0.0437
types,0.0401
typical,-0.0002
typically,0.0302
typically developing,0.0234
unaffected,0.0194
uncertain,0.0264
uncertainty,0.0479
unclear,0.0177
undergoing,0.0199
undergoing functional,-0.0006
underlie,-0.0061
underlies,0.0246
underlying,0.0553
underlying mechanisms,0.0202
underpinning,-0.0054
underpinnings,0.055
understand,0.028
understanding,0.0382
understood,0.0305
unexpected,0.026
unfamiliar,-0.0388
unilateral,-0.0434
unimodal,-0.0251
unique,-0.0125
uniquely,0.0158
univariate,-0.0061
unknown,-0.0192
unlike,-0.0078
unmedicated,-0.0006
unpleasant,-0.0487
unrelated,0.0196
upcoming,0.0352
updating,0.0018
upper,-0.0269
use,0.0453
use functional,-0.0168
useful,0.0169
users,0.0143
uses,-0.0028
using,-0.0183
using event,0.0037
using functional,-0.051
using resting,0.0344
using voxel,-0.0333
usually,-0.0258
utility,0.0098
utilized,-0.0304
v1,-0.0113
v5,-0.0318
valence,-0.0373
valid,0.0612
validated,0.0102
validity,0.0052
valuable,0.0415
value,0.007
values,0.0118
variability,0.0011
variable,-0.0102
variables,0.0246
variance,0.0091
variant,-0.0327
variation,-0.0165
variations,-0.0171
varied,0.0264
varies,0.0107
variety,-0.0269
various,0.0237
vary,0.0036
varying,-0.0016
vbm,-0.0446
vector,-0.0077
ventral,-0.0508
ventral anterior,0.0182
ventral dorsal,-0.0111
ventral medial,0.0254
ventral premotor,-0.0349
ventral striatum,-0.0051
ventral tegmental,-0.0466
ventral visual,-0.056
ventrolateral,0.0069
ventrolateral prefrontal,0.0229
ventromedial,0.0193
ventromedial prefrontal,0.0258
verb,-0.0118
verbal,-0.0454
verbal fluency,-0.0273
verbal working,-0.0318
verbs,-0.0165
vermis,-0.0388
version,-0.0044
versus,-0.0105
vi,-0.0618
video,0.0309
video clips,0.0375
videos,0.0174
view,-0.0065
viewed,-0.0158
viewing,-0.0346
violations,0.0486
virtual,0.0187
vision,0.0075
visual,-0.0254
visual attention,0.0457
visual auditory,-0.0242
visual cortex,-0.0277
visual cortices,-0.0103
visual field,0.0142
visual information,0.0022
visual motion,-0.0279
visual perception,0.0025
visual stimuli,-0.0151
visual stimulus,0.0425
visual stream,-0.0385
visual word,-0.0491
visually,-0.0064
visually presented,-0.0495
visuo,0.0025
visuo spatial,0.0127
visuomotor,0.0175
visuospatial,-0.0077
vivo,-0.0255
vlpfc,0.0302
vmpfc,0.0281
vocal,-0.0141
voice,0.0174
volume,-0.0487
volumes,-0.0166
volumetric,-0.0376
voluntary,0.0754
volunteers,-0.0423
voxel,-0.0545
voxel morphometry,-0.0461
voxel wise,-0.0067
voxels,-0.0293
voxelwise,0.0202
vs,0.0163
vulnerability,0.0024
watched,0.0048
watching,0.0134
way,0.0246
ways,0.0317
weak,0.0406
weaker,0.062
week,-0.009
weeks,-0.0101
weight,0.0075
weighted,-0.066
whilst,-0.0384
white,-0.0529
white matter,-0.0489
wide,0.0277
widely,0.0137
widespread,0.0141
wiley,0.0052
wiley periodicals,0.0061
window,-0.0003
wise,-0.012
wm,-0.0247
wm task,-0.0115
women,-0.0356
word,-0.0353
word form,-0.0622
word pairs,0.0337
word recognition,-0.0244
words,-0.0559
work,0.029
working,-0.0041
working memory,-0.0063
world,0.0474
worse,0.0443
written,-0.0359
year,-0.0288
year old,-0.0043
years,-0.0393
years old,0.0182
yield,-0.0364
yielded,-0.0219
young,0.0015
young adults,0.0116
young healthy,-0.0371
young older,0.0127
younger,0.0426
younger adults,0.0176
youth,0.0017
zone,-0.0095
