Feature,/Users/paxtonfitzpatrick/Desktop/a1_mni.nii.gz
tapping,0.0036
target,0.0452
target detection,-0.0131
targeted,-0.0398
targets,0.0822
task,0.1225
task conditions,0.0383
task demands,0.005
task difficulty,0.0473
task functional,0.0424
task induced,-0.0372
task involving,0.0405
task irrelevant,0.0311
task performance,0.0889
task positive,-0.0033
task relevant,0.0414
task required,0.0383
task task,0.036
task using,-0.0158
tasks,0.063
taste,0.012
td,-0.0142
technique,-0.0116
techniques,0.0086
tegmental,-0.0103
temporal,-0.1552
temporal cortex,-0.0879
temporal cortices,-0.0497
temporal frontal,-0.0495
temporal gyri,-0.1135
temporal gyrus,-0.176
temporal inferior,-0.0329
temporal lobe,-0.0566
temporal lobes,-0.0631
temporal occipital,-0.0078
temporal parietal,-0.0378
temporal pole,-0.0675
temporal sulcus,-0.137
temporale,-0.1139
temporally,-0.0107
temporo,-0.1225
temporo parietal,-0.1197
temporoparietal,-0.077
temporoparietal junction,-0.069
tend,-0.0016
tendency,0.0512
tensor,-0.0332
tensor dti,-0.0226
term,0.0157
term memory,0.0172
terms,-0.026
tesla,-0.0019
test,0.0832
tested,0.0313
testing,-0.0297
tests,-0.0061
thalamic,-0.0012
thalamus,-0.0179
theoretical,-0.0336
theories,0.0074
theory,-0.0967
theory mind,-0.1339
therapeutic,-0.0095
therapy,0.0085
thickness,0.0027
thinking,-0.0496
thirteen,0.0141
thirty,0.001
thought,0.0074
thoughts,-0.0074
threat,0.0079
threatening,-0.0315
threshold,-0.0318
time,-0.0096
time course,-0.047
time courses,-0.0288
time points,0.0071
time series,-0.0156
time task,0.0236
times,0.0793
timing,-0.0377
tissue,-0.0187
tms,-0.02
tom,-0.1242
tomography,0.0193
tomography pet,-0.0027
tone,-0.0535
tones,-0.0714
took,0.033
tool,0.0268
tools,0.0105
total,0.0134
touch,-0.0181
tpj,-0.0519
track,-0.0057
tracking,0.0129
tract,-0.0292
tractography,-0.0573
tracts,-0.0287
traditional,-0.051
traditionally,-0.0152
trained,0.0116
training,-0.0424
trait,0.0037
traits,-0.0065
trajectories,0.0094
transcranial,0.0067
transcranial magnetic,0.0039
transfer,0.0183
transformation,-0.014
transient,0.0486
transition,0.0346
trauma,0.0166
traumatic,0.0632
treated,0.025
treatment,0.0111
treatments,-0.0242
trend,0.0213
trial,0.0919
trial trial,0.0364
trials,0.1206
trigger,0.0152
triggered,0.0067
true,-0.0022
turn,0.0029
twice,-0.0114
type,0.0089
types,-0.0298
typical,-0.0052
typically,0.004
typically developing,-0.0023
unaffected,-0.0063
uncertain,0.0521
uncertainty,0.067
unclear,0.035
undergoing,0.0239
undergoing functional,0.0111
underlie,0.0531
underlies,0.0404
underlying,0.0276
underlying mechanisms,0.0393
underpinning,0.0454
underpinnings,0.0314
understand,-0.0142
understanding,-0.0566
understood,0.0261
unexpected,-0.0195
unfamiliar,-0.0066
unilateral,-0.0552
unimodal,-0.0604
unique,-0.0024
uniquely,-0.0227
univariate,-0.0285
unknown,-0.002
unlike,0.0002
unmedicated,0.0415
unpleasant,-0.0489
unrelated,-0.0051
upcoming,0.0542
updating,0.0621
upper,-0.0353
use,0.0313
use functional,-0.0323
useful,-0.0143
users,0.0421
uses,0.0046
using,-0.0396
using event,0.0142
using functional,-0.0339
using resting,0.0084
using voxel,0.012
usually,-0.001
utility,-0.0088
utilized,0.0003
v1,-0.0122
v5,-0.0051
valence,-0.0434
valid,0.0175
validated,-0.0179
validity,0.0042
valuable,0.0246
value,0.0511
values,0.0415
variability,-0.0394
variable,-0.0344
variables,0.0236
variance,-0.0032
variant,0.0346
variation,0.0193
variations,-0.0039
varied,0.0046
varies,0.0204
variety,0.0082
various,0.0101
vary,-0.0187
varying,0.013
vbm,0.0166
vector,0.0318
ventral,0.0395
ventral anterior,-0.0182
ventral dorsal,0.0551
ventral medial,0.0154
ventral premotor,-0.0208
ventral striatum,0.0512
ventral tegmental,-0.0115
ventral visual,0.0347
ventrolateral,0.057
ventrolateral prefrontal,0.0617
ventromedial,0.0426
ventromedial prefrontal,0.0436
verb,-0.0652
verbal,0.0121
verbal fluency,-0.0164
verbal working,0.0408
verbs,-0.0819
vermis,-0.007
version,0.0385
versus,0.0118
vi,-0.0079
video,-0.0249
video clips,0.0067
videos,-0.0361
view,-0.0164
viewed,-0.0057
viewing,-0.0236
violations,-0.0497
virtual,0.0861
vision,0.0389
visual,0.0359
visual attention,0.064
visual auditory,-0.0677
visual cortex,0.019
visual cortices,0.0073
visual field,0.036
visual information,0.0283
visual motion,0.0023
visual perception,-0.0252
visual stimuli,0.0507
visual stimulus,0.03
visual stream,0.0014
visual word,-0.0045
visually,0.0136
visually presented,-0.024
visuo,0.0763
visuo spatial,0.0907
visuomotor,0.0449
visuospatial,0.0444
vivo,-0.0018
vlpfc,-0.0004
vmpfc,0.0402
vocal,-0.1238
voice,-0.1068
volume,0.0126
volumes,0.0223
volumetric,0.0095
voluntary,-0.0106
volunteers,-0.0157
voxel,0.0032
voxel morphometry,0.0157
voxel wise,0.0011
voxels,-0.015
voxelwise,0.042
vs,0.0047
vulnerability,0.0133
watched,-0.0269
watching,-0.04
way,0.0248
ways,-0.0299
weak,0.0029
weaker,-0.0136
week,-0.0012
weeks,0.0443
weight,0.0503
weighted,-0.0094
whilst,-0.0208
white,-0.0015
white matter,0.0013
wide,0.0419
widely,0.0109
widespread,0.0341
wiley,0.0123
wiley periodicals,0.0099
window,-0.0412
wise,-0.0047
wm,0.0891
wm task,0.0502
women,-0.0231
word,-0.0565
word form,-0.0247
word pairs,0.0223
word recognition,-0.0396
words,-0.0853
work,-0.0036
working,0.1231
working memory,0.124
world,0.0103
worse,0.0275
written,-0.0694
year,0.0072
year old,0.0004
years,-0.012
years old,-0.0316
yield,-0.0078
yielded,-0.0573
young,0.036
young adults,0.0445
young healthy,0.0113
young older,0.0217
younger,0.0424
younger adults,0.0486
youth,0.0297
zone,-0.0205
