Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
20002	800.08	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20003	800.12	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20004	800.1600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20005	800.2	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20006	800.24	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20007	800.2800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20008	800.32	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20009	800.36	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20010	800.4000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20011	800.44	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20012	800.48	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20013	800.5200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20014	800.5600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20015	800.6	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20016	800.6400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20017	800.6800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20018	800.72	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20019	800.7600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20020	800.8000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20021	800.84	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20022	800.88	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20023	800.9200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20024	800.96	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20025	801.0	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20026	801.0400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20027	801.08	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20028	801.12	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20029	801.1600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20030	801.2	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20031	801.24	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20032	801.2800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20033	801.32	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20034	801.36	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20035	801.4000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20036	801.44	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20037	801.48	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20038	801.5200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20039	801.5600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20040	801.6	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20041	801.6400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20042	801.6800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20043	801.72	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20044	801.7600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20045	801.8000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20046	801.84	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20047	801.88	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20048	801.9200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20049	801.96	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20050	802.0	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20051	802.0400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20052	802.08	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20053	802.12	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20054	802.1600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20055	802.2	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20056	802.24	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20057	802.2800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20058	802.32	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20059	802.36	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20060	802.4000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20061	802.44	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20062	802.48	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20063	802.5200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20064	802.5600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20065	802.6	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20066	802.6400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20067	802.6800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20068	802.72	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20069	802.7600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20070	802.8000000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20071	802.84	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20072	802.88	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20073	802.9200000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20074	802.96	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20075	803.0	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20076	803.0400000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20077	803.08	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20078	803.12	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20079	803.1600000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20080	803.2	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20081	803.24	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20082	803.2800000000001	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20083	803.32	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20084	803.36	1	Buster stands up and stops the others. He says his classes were in very old style business and not related, then decides the basics must be the same.	0	Buster, Lucille, Maeby	0	1	"Wait, wait, wait, wait, wait. eighteenth century agrarian business, but I guess it’s all the same principles."	Buster	1	1	Prison waiting room	1	Michael Leaves	
20085	803.4000000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20086	803.44	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20087	803.48	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20088	803.5200000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20089	803.5600000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20090	803.6	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20091	803.6400000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20092	803.6800000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20093	803.72	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20094	803.7600000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20095	803.8000000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20096	803.84	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20097	803.88	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20098	803.9200000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20099	803.96	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20100	804.0	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20101	804.0400000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20102	804.08	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20103	804.12	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20104	804.1600000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20105	804.2	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20106	804.24	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20107	804.2800000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20108	804.32	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20109	804.36	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20110	804.4000000000001	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20111	804.44	1	Michael stares at Buster.	Michael does not support putting Buster in charge.	Michael	0	1	0	0	1	1	Prison waiting room	1	Michael Leaves	
20112	804.48	1	Buster asks the family if they are worried about an uprising. Michael scoffs.	Buster tries to apply his business knowledge from his classes.	Buster, Lucille, Maeby, Lindsay	0	1	"Let me ask you, are you at all concerned about an uprising?"	Buster	1	1	Prison waiting room	1	Michael Leaves	
20113	804.5200000000001	1	Buster asks the family if they are worried about an uprising. Michael scoffs.	Buster tries to apply his business knowledge from his classes.	Buster, Lucille, Maeby, Lindsay	0	1	"Let me ask you, are you at all concerned about an uprising?"	Buster	1	1	Prison waiting room	1	Michael Leaves	
